序號,縣市,業者,品項,批號,有效日期,備註
91,臺北市,勤穩貿易有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
91,臺北市,勤穩貿易有限公司,福壽炸酥油-18L,BL170426D,20270416,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,香油－Ａ ３Ｌ,BS100626L,2028/06/03,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽大豆沙拉油-3L,C1210426K,20270420,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽好味香油-3L,BL160426L,20280410,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽好味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽胡麻油-3L,BL200426L,20280210,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽香油-3L,BS180526L,20280428,
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽香油-3L,BS220426L,20280419,延續前一列品項的批號/日期
92,臺北市,新加坡商蝦皮娛樂電商有限公司台灣分公司,福壽辣椒油-3L,BL150426F,20280408,
93,臺北市,新芳卷麵商行,沙拉油 １８Ｌ,C2220526O,2027/05/21,
93,臺北市,新芳卷麵商行,福壽大豆沙拉油-18L,C2220426O,20270421,
94,臺北市,新祥紀食品有限公司,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
94,臺北市,新祥紀食品有限公司,沙拉油－塑桶 3L,C1160426K,2027.04.15,
94,臺北市,新祥紀食品有限公司,花生風味精華調合油-2L,BL130426F,20280108,
94,臺北市,新祥紀食品有限公司,健味香油 3L,BL240426L,2028.04.19,
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-3L,C1160426K,20270415,
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-18K,C2130426P,20270412,
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-18L,C2200426O,20270419,延續前一列品項的批號/日期
94,臺北市,新祥紀食品有限公司,福壽大豆沙拉油-18L(A),C2220426O,20270421,
94,臺北市,新祥紀食品有限公司,福壽好味香油-3L,BL160426L,20280410,
94,臺北市,新祥紀食品有限公司,福壽好味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
94,臺北市,新祥紀食品有限公司,福壽胡麻油-3L,BL200426L,20280210,
94,臺北市,新祥紀食品有限公司,福壽健味香油-3L,BL070526L,20280428,
94,臺北市,新祥紀食品有限公司,福壽健味香油-3L,BL240426L,20280419,延續前一列品項的批號/日期
95,臺北市,新滋庭企業有限公司,沙拉油-18L,20270416,20270416,
96,臺北市,暉利實業有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
96,臺北市,暉利實業有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
96,臺北市,暉利實業有限公司,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
97,臺北市,楊O清,福壽好味香油-3L,BL190526L,20280428,
98,臺北市,楠暉食品有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,
98,臺北市,楠暉食品有限公司,福壽大豆沙拉油-18L,C2200526O,20270519,
98,臺北市,楠暉食品有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,延續前一列品項的批號/日期
99,臺北市,瑔盛有限公司,油炸專用油-18L,20270421,20270421,
100,臺北市,裕興食品有限公司,沙拉油 18Ｌ(福壽),C2140426O,2027.04.13,
100,臺北市,裕興食品有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,
100,臺北市,裕興食品有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
100,臺北市,裕興食品有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,
100,臺北市,裕興食品有限公司,福壽大豆沙拉油-18L,C2140426O,20270413,
100,臺北市,裕興食品有限公司,福壽辣椒油-3L,BL150426F,20280408,
101,臺北市,嘉昇有限公司,福壽香油-3L,BS210426L,20280413,
102,臺北市,漢來美食股份有限公司台北南港分公司,沙拉油-18L,20270414,20270414,
103,臺北市,漢來美食股份有限公司台北敦南分公司,沙拉油-18L,20270414,20270414,
104,臺北市,網路家庭國際資訊股份有限公司,福壽大豆沙拉油-3L,C1190526K,20270518,
104,臺北市,網路家庭國際資訊股份有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,延續前一列品項的批號/日期
104,臺北市,網路家庭國際資訊股份有限公司,福壽大豆沙拉油-600CC,C1220426A,20270421,
105,臺北市,遠冠股份有限公司,益康大豆沙拉油18L,20270522000408,2027/05/22,
105,臺北市,遠冠股份有限公司,益康大豆沙拉油18L,20270525000408,2027/05/25,延續前一列品項的批號/日期
105,臺北市,遠冠股份有限公司,益康大豆沙拉油(18L),20270413000408,2027/04/13,
105,臺北市,遠冠股份有限公司,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
106,臺北市,酷澎,花生風味精華調合油-2L,BL100426F,20280108,
106,臺北市,酷澎,花生風味精華調合油-2L,BL130426F,20280108,延續前一列品項的批號/日期
106,臺北市,酷澎,福壽大豆沙拉油-3L(全),C1140426K,20270413,
106,臺北市,酷澎,福壽好味香油-3L,BL160426L,20280410,
106,臺北市,酷澎,福壽好味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
106,臺北市,酷澎,福壽好味香油-3L,BL300426L,20280419,延續前一列品項的批號/日期
106,臺北市,酷澎,福壽好味香油-200g,BL120526H,20280428,
106,臺北市,酷澎,福壽好味香油-200g,BL170426H,20280410,延續前一列品項的批號/日期
107,臺北市,酷澎股份有限公司,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
107,臺北市,酷澎股份有限公司,沙拉油－塑桶 (全３Ｌ,C1260526K,2027/05/25,
108,臺北市,廣飴鄉商行,泰山大豆沙拉油0.6L*12入(新版),20270416,20270416,
108,臺北市,廣飴鄉商行,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,延續前一列品項的批號/日期
109,臺北市,德諱興業有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
109,臺北市,德諱興業有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
110,臺北市,樂雅樂-內湖店,金酥耐炸油-18L,20270417,20270417,
110,臺北市,樂雅樂-內湖店,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
110,臺北市,樂雅樂-內湖店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
110,臺北市,樂雅樂-內湖店,黃金優選大豆沙拉油-18L,20270420,20270420,
111,臺北市,樂雅樂-北投店,金酥耐炸油-18L,20270417,20270417,
111,臺北市,樂雅樂-北投店,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
111,臺北市,樂雅樂-北投店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
111,臺北市,樂雅樂-北投店,黃金優選大豆沙拉油-18L,20270415,20270415,
112,臺北市,樂雅樂-生技園區店,金酥耐炸油-18L,20270421,20270421,
112,臺北市,樂雅樂-生技園區店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
113,臺北市,樂雅樂-西湖店,金酥耐炸油-18L,20270421,20270421,
113,臺北市,樂雅樂-西湖店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
113,臺北市,樂雅樂-西湖店,黃金優選大豆沙拉油-18L,20270420,20270420,
114,臺北市,樂雅樂-南港園區,金酥耐炸油-18L,20270417,20270417,
114,臺北市,樂雅樂-南港園區,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
114,臺北市,樂雅樂-南港園區,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
114,臺北市,樂雅樂-南港園區,黃金優選大豆沙拉油-18L,20270415,20270415,
115,臺北市,樂雅樂-站前店,金酥耐炸油-18L,20270417,20270417,
115,臺北市,樂雅樂-站前店,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
115,臺北市,樂雅樂-站前店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
115,臺北市,樂雅樂-站前店,黃金優選大豆沙拉油-18L,20270415,20270415,
116,臺北市,樂雅樂-敦化店,金酥耐炸油-18L,20270417,20270417,
116,臺北市,樂雅樂-敦化店,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
116,臺北市,樂雅樂-敦化店,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
116,臺北市,樂雅樂-敦化店,黃金優選大豆沙拉油-18L,20270420,20270420,
117,臺北市,錢唐村小吃店,沙拉油 １８Ｌ,C2220526O,2027/05/21,
117,臺北市,錢唐村小吃店,福壽大豆沙拉油-18L,C2240426O,20270423,
118,臺北市,錦松行銷有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
119,臺北市,總進企業股份有限公司,花生風味精華調合油-2L,BL130426F,20280108,
120,臺北市,聯友食品免洗有限公司,沙拉油 18Ｌ(福壽),C2150426O,2027.04.14,
120,臺北市,聯友食品免洗有限公司,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
120,臺北市,聯友食品免洗有限公司,福壽大豆沙拉油-18L,C2150426O,20270414,
120,臺北市,聯友食品免洗有限公司,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
120,臺北市,聯友食品免洗有限公司,福壽大豆沙拉油-18L,C2200426O,20270419,延續前一列品項的批號/日期
121,臺北市,聯富有限公司,福壽大豆沙拉油-18L,C2200426O,20270419,
122,臺北市,點點心-5700微風本館店,油炸專用油-18L,20270414,20270414,
122,臺北市,點點心-5700微風本館店,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
122,臺北市,點點心-5700微風本館店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
122,臺北市,點點心-5700微風本館店,黃金優選大豆沙拉油-18L,20270415,20270415,
123,臺北市,點點心-信義ATT店,油炸專用油-18L,2027.05.28,2027/5/28,
123,臺北市,點點心-信義ATT店,油炸專用油-18L,20270414,20270414,延續前一列品項的批號/日期
123,臺北市,點點心-信義ATT店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
124,臺北市,點點心-研發部,黃金優選大豆沙拉油-18L,20270415,20270415,
125,臺北市,點點心-微風北車,油炸專用油-18L,20270417,20270417,
125,臺北市,點點心-微風北車,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
126,臺北市,點點心-微風信義店,油炸專用油-18L,20270414,20270414,
126,臺北市,點點心-微風信義店,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
126,臺北市,點點心-微風信義店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
127,臺北市,鵝城餐飲有限公司,福壽好味香油-3L,BL190526L,20280428,
127,臺北市,鵝城餐飲有限公司,福壽辣椒油-3L,BL140426F,20280408,
128,臺北市,鬍鬚張-A001台北寧夏店,黃金優選大豆沙拉油-18L,20270420,20270420,
129,臺北市,鬍鬚張-A002台北重慶店,黃金優選大豆沙拉油-18L,20270420,20270420,
130,臺北市,鬍鬚張-A004台北內湖店,黃金優選大豆沙拉油-18L,20270420,20270420,
131,臺北市,鬍鬚張-A006台北民生店,黃金優選大豆沙拉油-18L,20270420,20270420,
132,臺北市,鬍鬚張-A007台北大安店,黃金優選大豆沙拉油-18L,20270420,20270420,
133,臺北市,鬍鬚張-A009台北福國店,黃金優選大豆沙拉油-18L,20270420,20270420,
134,臺北市,鬍鬚張-A010台北吉林店,黃金優選大豆沙拉油-18L,20270420,20270420,
135,臺北市,鬍鬚張-A011台北興安店,黃金優選大豆沙拉油-18L,20270420,20270420,
136,臺北市,鬍鬚張-A012台北南門店,黃金優選大豆沙拉油-18L,20270420,20270420,
137,臺北市,鬍鬚張-A019台北昆陽店,黃金優選大豆沙拉油-18L,20270420,20270420,
138,臺北市,鬍鬚張-A020台北民權店,黃金優選大豆沙拉油-18L,20270420,20270420,
139,臺北市,鬍鬚張-A021台北東門店,黃金優選大豆沙拉油-18L,20270420,20270420,
140,臺北市,鬍鬚張-A022忠孝新生店,黃金優選大豆沙拉油-18L,20270420,20270420,
141,臺北市,鬍鬚張-A024台北北醫店,黃金優選大豆沙拉油-18L,20270420,20270420,
142,臺北市,鬍鬚張-A025台北萬芳店,黃金優選大豆沙拉油-18L,20270420,20270420,
143,臺北市,鬍鬚張-A027台北八德店,黃金優選大豆沙拉油-18L,20270420,20270420,
144,臺北市,鬍鬚張-A030大直北安店,黃金優選大豆沙拉油-18L,20270420,20270420,
145,臺北市,鬍鬚張-A032台北東湖店,黃金優選大豆沙拉油-18L,20270420,20270420,
146,臺北市,鬍鬚張-A036內湖瑞光店,黃金優選大豆沙拉油-18L,20270420,20270420,
147,臺北市,鬍鬚張-A049台北華山店,黃金優選大豆沙拉油-18L,20270420,20270420,
148,臺北市,鬍鬚張-A050台北石牌店,黃金優選大豆沙拉油-18L,20270420,20270420,
149,臺北市,鬍鬚張-A052南京三民店,黃金優選大豆沙拉油-18L,20270420,20270420,
150,臺北市,鬍鬚張-A059台北安居店,黃金優選大豆沙拉油-18L,20270420,20270420,
151,臺北市,鬍鬚張-A060內湖湖光店,黃金優選大豆沙拉油-18L,20270420,20270420,
152,臺北市,鬍鬚張-A061台北天母店,黃金優選大豆沙拉油-18L,20270420,20270420,
153,臺北市,鬍鬚張-A064北投光明店,黃金優選大豆沙拉油-18L,20270420,20270420,
154,臺北市,蘇杭小館,福壽大豆沙拉油-18L,C2240426O,20270423,
155,臺北市,饗印度美食有限公司,福壽大豆沙拉油-3L,C1190526K,20270518,
156,臺北市,鑫順發商行,香油－Ａ ３Ｌ,BS050626L,2028/06/03,
156,臺北市,鑫順發商行,香油－Ａ ３Ｌ,BS100626L,2028/06/03,延續前一列品項的批號/日期
156,臺北市,鑫順發商行,福壽香油-3L,BS050526L,20280419,
156,臺北市,鑫順發商行,福壽香油-3L,BS180526L,20280428,延續前一列品項的批號/日期
157,臺北市,Local Local Park 敦南,油炸專用油-18L,2027.05.28,2027/5/28,
157,臺北市,Local Local Park 敦南,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
158,新北市,了凡-板橋遠百店,黃金優選大豆沙拉油-18L,20270415,20270415,
159,新北市,三角有限公司,宏昌香油-3L,BL170426L,20280410,
159,新北市,三角有限公司,宏昌香油-3L,BL200526L,20280428,延續前一列品項的批號/日期
159,新北市,三角有限公司,沙拉油-18L,20270417,20270417,
159,新北市,三角有限公司,福壽香油-3L,BS050526L,20280419,
160,新北市,三商食品股份有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,
160,新北市,三商食品股份有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
160,新北市,三商食品股份有限公司,福壽炸酥油-18L,BL170426D,20270416,
161,新北市,三豐食品工廠,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
162,新北市,于籽食品行,沙拉油-0.6L*12,20270413,20270413,
163,新北市,大王肉脯店,益康大豆沙拉油 18L,20270411000408,2027.04.11,
163,新北市,大王肉脯店,益康大豆沙拉油18L,20270521000408,2027/05/21,
163,新北市,大王肉脯店,益康大豆沙拉油(18L),20270413000408,2027/04/13,
164,新北市,大永行銷有限公司,沙拉油 18Ｌ(福壽),C2140426P,2027.04.13,資料列跨頁，序號/業者/品項由座標重組(請人工複核)
164,新北市,大永行銷有限公司,福壽大豆沙拉油-18L,C2100426O,20270409,
164,新北市,大永行銷有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,延續前一列品項的批號/日期
164,新北市,大永行銷有限公司,福壽大豆沙拉油-18L,C2140426P,20270413,延續前一列品項的批號/日期
164,新北市,大永行銷有限公司,福壽辣椒油-3L,BL140426F,20280408,
164,新北市,大永行銷有限公司,福壽辣椒油-3L,BL150426F,20280408,延續前一列品項的批號/日期
165,新北市,大發雜糧行,沙拉油-0.6L*12,20270413,20270413,
166,新北市,大發雜糧行-青山倉庫,沙拉油-0.6L*12,20270416,20270416,
166,新北市,大發雜糧行-青山倉庫,黃金優選大豆沙拉油-18L,20270415,20270415,
166,新北市,大發雜糧行-青山倉庫,黃金優選大豆沙拉油-18L,20270420,20270420,延續前一列品項的批號/日期
167,新北市,大新,㇐級黃豆油,1150408,20270407,
168,新北市,山海全企業有限公司,香油－Ａ ３Ｌ,BS040626L,2028/05/31,
168,新北市,山海全企業有限公司,健味香油 3L,BL150426L,2028.04.05,
168,新北市,山海全企業有限公司,健味香油 ３Ｌ(P*6),BL100626L,2028/05/22,
168,新北市,山海全企業有限公司,福壽大豆沙拉油-18L,C2100426O,20270409,
168,新北市,山海全企業有限公司,福壽胡麻油-3L,BL200426L,20280210,
